services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
cab economy,2024-07-02,18:33:20,cancelled,Banashankari 3rd Stage,JP Nagar 4th Phase,15,RD6148037911961849,16.25,,,,
cab economy,2024-07-06,08:19:20,completed,Indiranagar North,JP Nagar 10th Phase,51,RD4125163400286362,2.14,26.17,47.38,73.55000000000001,Paytm
auto,2024-07-23,16:18:20,cancelled,Malleshwaram,St. Marks Road,120,RD3392327180466126,1.51,,,,
bike lite,2024-07-04,21:03:20,completed,Banashankari 7th Stage,Nagarbhavi,18,RD7166824426745368,33.21,413.38,38.15,451.53,Amazon Pay
parcel,2024-07-19,14:19:20,cancelled,BTM Layout 2nd Stage,Malleshwaram 1st Block,18,RD7268645309493807,17.85,,,,
auto,2024-06-23,09:12:20,cancelled,Anand Nagar,HSR Layout Sector 9,21,RD6168636227324498,6.91,,,,
bike lite,2024-07-05,15:17:20,completed,JP Nagar Phase 8,Banashankari 3rd Stage,99,RD3280006256733692,40.78,799.44,48.23,847.6700000000001,phonePy
parcel,2024-07-01,15:23:20,cancelled,Koramangala 8th Block,HSR Layout Sector 3 South,76,RD2257534813581091,33.67,,,,
auto share,2024-07-06,23:20:20,cancelled,JP Nagar East,Malleshwaram West,54,RD9545005648025352,41.05,,,,
cab premium,2024-06-26,07:00:20,completed,Shantinagar,JP Nagar Phase 1,46,RD6717513129976668,8.19,258.97,14.62,273.59000000000003,Paytm
auto share,2024-07-07,10:14:20,cancelled,Sadashivanagar,HSR Layout Sector 7 South,111,RD4433052698299957,35.24,,,,
parcel,2024-07-16,02:32:20,completed,Hebbal Kodigehalli,Cubbon Road,74,RD1331422394274532,2.18,32.35,39.49,71.84,Amazon Pay
auto,2024-07-16,09:14:20,cancelled,Rajajinagar 3rd Block,Whitefield Kadugodi,46,RD9437635377989689,4.04,,,,
auto,2024-07-14,12:11:20,cancelled,Brigade Road Brigade Gateway,Banashankari 3rd Stage,58,RD1969133774288919,48.67,,,,
bike,2024-07-18,20:19:20,cancelled,HSR Layout Sector 9,Rajajinagar 4th Block,62,RD9715380699014723,13.98,,,,
parcel,2024-07-23,18:48:20,completed,HAL,Brigade Road Bangalore Central,75,RD9893032821744973,44.71,242.81,49.96,292.77,Cash
parcel,2024-07-21,01:37:20,completed,Anand Nagar,Marathahalli Bridge,8,RD8700220524465531,44.53,532.41,5.85,538.26,Amazon Pay
cab economy,2024-07-10,17:24:20,cancelled,Jayanagar 6th Block,HSR Layout Sector 2,58,RD5215871642681016,30.21,,,,
bike,2024-07-20,13:26:20,cancelled,Ganganagar,Richmond Road,39,RD1161910945328484,49.1,,,,
bike,2024-07-06,08:06:20,completed,Jayanagar 4th Block,Shantinagar,51,RD9957148586644366,46.04,900.07,46.45,946.5200000000001,phonePy
bike,2024-06-30,04:31:20,cancelled,Brigade Road Brigade Gateway,Brigade Road South,5,RD9956864550739039,24.87,,,,
cab premium,2024-07-05,18:33:20,completed,Whitefield Borewell Road,Vidyaranyapura,47,RD1071265405268750,24.91,355.24,46.72,401.96000000000004,Amazon Pay
auto share,2024-07-03,01:16:20,cancelled,Marathahalli North,Hebbal Amruthahalli,14,RD4833820715525321,45.85,,,,
bike,2024-06-28,16:05:20,cancelled,Brigade Road Central,Panathur,43,RD7056209535150183,7.33,,,,
bike,2024-07-19,01:49:20,completed,Hebbal Dasarahalli,Indiranagar West,99,RD1274130695804634,38.88,128.83,41.74,170.57000000000002,QR scan
cab premium,2024-07-13,01:04:20,cancelled,Nandini Layout,Indiranagar 10th Stage,50,RD9657480693632611,34.66,,,,
bike,2024-07-09,16:01:20,cancelled,Whitefield Nallurhalli,JP Nagar 7th Phase,83,RD1328755121392026,13.36,,,,
cab economy,2024-07-23,14:50:20,cancelled,Brigade Road Forum Mall,Banashankari,108,RD4863746925842622,1.68,,,,
auto,2024-07-03,07:58:20,cancelled,Malleshwaram West,Lingarajapuram,39,RD2477139109676540,39.01,,,,
bike lite,2024-07-12,13:02:20,completed,Banashankari,MG Road Garuda Mall,63,RD1429874357462260,35.99,413.21,5.58,418.78999999999996,Cash
cab premium,2024-06-27,23:42:20,cancelled,JP Nagar East,Malleshwaram Central,91,RD1039046521499959,16.66,,,,
auto,2024-06-28,00:20:20,completed,Hebbal,JP Nagar Phase 8,55,RD5661204165655936,25.63,87.21,22.96,110.16999999999999,GPay
cab premium,2024-06-30,20:18:20,cancelled,JP Nagar Phase 6,JP Nagar North,70,RD7662437956032142,40.48,,,,
bike lite,2024-07-04,18:38:20,completed,HSR Layout Sector 8 North,MG Road Mahatma Gandhi Road,88,RD4564694320102881,32.71,644.48,9.29,653.77,Cash
bike lite,2024-07-19,06:07:20,completed,Brigade Road Forum Mall,Hebbal Sanjay Nagar,48,RD1701659565376083,9.72,669.56,19.01,688.5699999999999,GPay
parcel,2024-07-16,18:50:20,cancelled,Electronic City West,Koramangala 8th Block,32,RD7001728635967779,45.99,,,,
cab economy,2024-07-03,09:26:20,cancelled,Kundalahalli,HSR Layout Sector 7 North,60,RD2610147335252371,18.47,,,,
bike,2024-07-02,05:58:20,completed,HSR Layout West,MG Road Garuda Mall,60,RD6384318268319008,42.98,641.37,30.94,672.3100000000001,Amazon Pay
auto,2024-07-22,21:36:20,cancelled,Jayanagar 10th Block East,HSR Layout Sector 8,69,RD2371953503360124,5.62,,,,
parcel,2024-06-24,23:18:20,cancelled,Electronic City North,Koramangala 8th Block,12,RD7666561965171079,6.59,,,,
cab premium,2024-07-12,00:38:20,completed,Jayanagar 2nd Block East,Hennur,49,RD7629564969626450,36.6,841.79,29.32,871.11,Amazon Pay
cab premium,2024-07-09,16:34:20,cancelled,Marathahalli West,Marathahalli North,82,RD8242270601170979,9.74,,,,
cab premium,2024-07-14,00:04:20,completed,Hebbal South,HSR Layout Sector 10 South,100,RD7882273695057485,18.03,344.09,39.68,383.77,Paytm
parcel,2024-06-25,01:07:20,cancelled,Indiranagar 6th Stage,JP Nagar Phase 9,110,RD2639048448978090,10.97,,,,
bike lite,2024-07-22,01:01:20,cancelled,Electronic City West,BTM Layout 3rd Stage,50,RD7920229910402027,47.9,,,,
auto share,2024-06-30,16:54:20,cancelled,HSR Layout Central,MG Road South,88,RD1349097765990125,8.15,,,,
auto share,2024-07-06,19:10:20,cancelled,Brigade Road Richmond Road,Domlur,14,RD3458400805431213,15.06,,,,
cab premium,2024-06-28,12:16:20,completed,Bannerghatta Road,Malleshwaram 9th Block,78,RD5863827952634022,37.26,316.48,17.64,334.12,GPay
auto share,2024-07-21,17:03:20,cancelled,Brigade Road Mayo Hall,Brigade Road West,36,RD8165575834174804,5.43,,,,
auto,2024-07-16,14:48:20,completed,Doddanekundi,Whitefield ITPL,14,RD5340957786866171,10.3,810.58,34.96,845.5400000000001,QR scan
parcel,2024-06-28,17:26:20,cancelled,Shivajinagar,Whitefield West,8,RD5529440324045195,9.06,,,,
bike lite,2024-07-06,15:43:20,cancelled,Hebbal Vidyaranyapura,Victoria Layout,83,RD5360163829503259,23.75,,,,
parcel,2024-07-02,05:32:20,cancelled,Jayanagar 8th Block,HSR Layout Central,100,RD5816534538024907,15.39,,,,
cab premium,2024-07-16,10:42:20,completed,Malleshwaram 7th Block,Malleshwaram,74,RD2149050231170186,30.54,176.46,36.81,213.27,QR scan
bike lite,2024-07-17,07:46:20,completed,Indiranagar North,Chamarajpet,112,RD5047435121259981,45.72,929.2,28.76,957.96,GPay
bike,2024-06-30,00:40:20,cancelled,HSR Layout Sector 9,Malleshwaram 3rd Block,59,RD8409281144183459,39.64,,,,
parcel,2024-06-24,11:00:20,cancelled,Malleshwaram 1st Block,Electronic City South,21,RD3198197027321630,35.33,,,,
bike lite,2024-06-26,09:44:20,cancelled,JP Nagar Phase 2,JP Nagar 5th Phase,89,RD9923415263064124,44.69,,,,
cab economy,2024-07-02,02:17:20,cancelled,Sanjay Nagar,Residency Road,25,RD3933248408749667,41.22,,,,
bike lite,2024-06-27,23:11:20,cancelled,Jayanagar 8th Block East,HSR Layout Sector 10 South,92,RD2215049873317318,18.37,,,,
auto share,2024-06-28,21:54:20,cancelled,Peenya,Malleshwaram,118,RD9106924419129033,4.13,,,,
parcel,2024-07-14,03:43:20,completed,Whitefield ITPL,Banashankari,78,RD5190241491732892,43.15,266.16,5.5,271.66,phonePy
bike,2024-06-28,07:49:20,completed,Ganganagar,Jayanagar 2nd Block East,72,RD6125574567263114,22.36,688.17,19.28,707.4499999999999,QR scan
auto,2024-06-30,20:29:20,completed,HSR Layout Sector 6 South,JP Nagar Phase 7,38,RD6467891418719937,37.16,660.13,4.99,665.12,Paytm
auto,2024-06-25,09:59:20,completed,HSR Layout East,Hebbal Byatarayanapura,45,RD8189931401565329,46.18,138.4,40.64,179.04000000000002,phonePy
auto share,2024-07-04,02:46:20,completed,Whitefield Immadihalli,HSR Layout Sector 4 South,37,RD5071502967368960,27.5,649.79,16.51,666.3,Amazon Pay
cab economy,2024-06-27,13:49:20,cancelled,Koramangala 5th Block,MG Road North,61,RD2412263946331058,33.19,,,,
bike lite,2024-06-27,06:16:20,cancelled,Residency Road,Cunningham Road,98,RD6617343497298311,22.29,,,,
bike,2024-07-18,04:10:20,completed,Sanjay Nagar,HSR Layout Sector 10 South,96,RD6237683105548538,7.29,744.28,22.78,767.06,QR scan
cab economy,2024-07-20,14:45:20,cancelled,Richmond Road,HSR Layout Sector 3 South,61,RD6097143003589071,1.3,,,,
cab economy,2024-07-13,05:42:20,completed,Murphy Town,Indiranagar 2nd Stage,17,RD3935645430367720,2.59,879.61,18.02,897.63,phonePy
auto,2024-07-16,22:07:20,completed,Kalyan Nagar,Nandini Layout,107,RD3422414519871230,48.23,837.97,49.93,887.9,Paytm
parcel,2024-07-22,18:01:20,cancelled,Banashankari 6th Stage,Jayanagar 3rd Block,86,RD3874446192043472,46.35,,,,
bike,2024-06-30,01:53:20,completed,Rajajinagar 1st Block,Kammanahalli,36,RD4230216712908105,33.5,88.29,14.58,102.87,Cash
bike lite,2024-07-09,05:59:20,cancelled,Electronic City East,Whitefield East,75,RD6187246300798645,39.11,,,,
parcel,2024-07-22,14:10:20,completed,Chamarajpet,JP Nagar Phase 6,60,RD9366614556116187,44.54,329.68,37.32,367.0,QR scan
auto share,2024-06-30,16:29:20,completed,Whitefield Channasandra,Brigade Road Eva Mall,72,RD3171285244242312,21.25,859.32,21.43,880.75,Amazon Pay
cab economy,2024-06-28,19:37:20,completed,JP Nagar Central,Malleshwaram 8th Block,87,RD5994060870304850,5.73,766.27,31.28,797.55,QR scan
auto,2024-06-26,07:59:20,completed,Varthur,Indiranagar West,65,RD3981732624459398,28.17,445.22,26.37,471.59000000000003,Paytm
bike lite,2024-07-03,09:05:20,completed,Whitefield Central,BTM Layout 4th Stage,69,RD9881008282025859,30.25,392.98,16.64,409.62,Paytm
auto share,2024-07-05,02:12:20,cancelled,Ganganagar,Marathahalli Main Road,31,RD8622654095518366,28.0,,,,
parcel,2024-06-29,16:22:20,cancelled,Jayanagar 3rd Block East,Whitefield Mahadevapura,83,RD8790366810888975,27.26,,,,
bike,2024-07-21,13:53:20,completed,Jayanagar 9th Block East,Brigade Road,113,RD9965848158098351,22.27,833.75,18.05,851.8,QR scan
cab economy,2024-07-19,22:15:20,cancelled,JP Nagar East,Brigade Road Church Street,36,RD8755936791791314,47.5,,,,
auto,2024-06-29,12:14:20,cancelled,Majestic,Brigade Road Residency Road,82,RD8282843695009136,33.05,,,,
cab economy,2024-06-26,05:55:20,cancelled,Jayanagar 3rd Block East,HSR Layout North,44,RD1970160265948750,4.96,,,,
cab premium,2024-07-21,10:33:20,cancelled,Indiranagar Central,Brigade Road Mota Royal Arcade,16,RD1820954858060330,33.55,,,,
auto,2024-07-14,18:45:20,completed,Rajajinagar 4th Block,Banashankari 2nd Stage,105,RD1283378001571448,33.69,27.69,22.44,50.13,Cash
cab economy,2024-06-28,17:38:20,completed,Koramangala 10th Block,Koramangala 9th Block,108,RD8728872700035556,31.53,813.43,35.95,849.38,Paytm
cab economy,2024-06-28,22:41:20,completed,Lalbagh,BTM Layout 1st Stage,25,RD4862272127041084,47.81,513.24,24.07,537.3100000000001,QR scan
parcel,2024-07-23,11:39:20,completed,Banashankari 1st Stage,Brigade Road,26,RD9034932638616543,24.93,252.26,33.02,285.28,phonePy
auto,2024-07-05,02:33:20,completed,HSR Layout Sector 4,Whitefield Channasandra,60,RD1814588757979106,33.94,366.51,46.93,413.44,Amazon Pay
auto,2024-06-26,19:18:20,completed,Marathahalli Bridge,Electronic City,93,RD2136495450284203,39.86,288.12,38.62,326.74,Cash
bike lite,2024-07-12,00:04:20,cancelled,Electronic City,Jayanagar 4th Block,113,RD9641865741949427,35.91,,,,
auto share,2024-06-29,07:10:20,completed,Jayanagar 7th Block,Whitefield Channasandra,71,RD6293041243132858,48.08,887.41,47.67,935.0799999999999,phonePy
cab economy,2024-07-10,03:51:20,cancelled,Hebbal Sanjay Nagar,HSR Layout Sector 1 North,79,RD4201499492877392,34.29,,,,
auto,2024-06-27,20:17:20,completed,JP Nagar South,Malleshwaram West,93,RD5907090099436654,45.62,649.07,5.75,654.82,GPay
cab premium,2024-07-23,07:28:20,completed,HSR Layout Sector 1,MG Road Garuda Mall,51,RD6560146885533404,10.52,250.3,37.12,287.42,Paytm
bike lite,2024-06-29,02:18:20,completed,HSR Layout Sector 2 North,Marathahalli Colony,83,RD3346234601265746,12.46,935.18,30.2,965.38,phonePy
bike,2024-06-26,12:43:20,cancelled,Jayanagar 4th Block East,Peenya,83,RD7901300347128130,32.23,,,,
auto,2024-07-04,20:21:20,completed,Nandi Hills,JP Nagar 10th Phase,62,RD3631685832548746,20.33,933.04,16.98,950.02,Cash
cab premium,2024-07-15,05:24:20,cancelled,Hebbal West,Cox Town,108,RD1528541698282748,18.5,,,,
bike,2024-06-24,01:31:20,cancelled,Anand Nagar,Electronic City North,36,RD8811712565301237,29.5,,,,
cab premium,2024-07-22,23:11:20,cancelled,Marathahalli Main Road,Marathahalli Colony,100,RD6285035105976733,27.91,,,,
bike lite,2024-07-08,08:27:20,completed,Hebbal North,Richmond Road,51,RD9842510428334241,24.25,947.5,9.29,956.79,GPay
cab premium,2024-07-16,06:42:20,cancelled,MG Road Mahatma Gandhi Road,RT Nagar,27,RD1438360094732283,8.61,,,,
cab premium,2024-06-24,15:53:20,completed,Rajajinagar 6th Block,Brigade Road,68,RD4911058667926542,49.32,928.05,0.07,928.12,GPay
parcel,2024-07-15,02:34:20,completed,Rajajinagar 4th Block,Banashankari 5th Stage,20,RD8059639619377778,11.11,656.99,18.49,675.48,GPay
cab premium,2024-07-01,18:36:20,cancelled,Electronic City East,Whitefield South,40,RD7878441760472654,41.62,,,,
cab premium,2024-07-08,04:42:20,cancelled,RT Nagar,Jayanagar 2nd Block East,100,RD8588454779064472,15.97,,,,
auto,2024-06-24,11:52:20,completed,MG Road Commercial Street,Neelasandra,119,RD4569166324019302,2.29,805.58,48.87,854.45,GPay
parcel,2024-07-19,15:19:20,cancelled,HSR Layout Sector 2 South,Malleshwaram 7th Block,117,RD2102167863019869,46.05,,,,
bike,2024-07-20,21:03:20,completed,Marathahalli Outer Ring Road,Marathahalli Bridge,21,RD3683626550317115,13.93,432.71,20.18,452.89,Paytm
auto,2024-07-17,05:04:20,cancelled,Hebbal Byatarayanapura,MG Road Trinity Circle,33,RD2421845482799551,30.82,,,,
cab economy,2024-07-12,14:34:20,completed,HSR Layout Sector 9 North,Vijayanagar,64,RD5307605069374303,23.56,100.97,41.38,142.35,Amazon Pay
bike lite,2024-07-07,03:52:20,completed,JP Nagar 7th Phase,Jayanagar 8th Block,10,RD5711302412882486,9.5,243.82,15.26,259.08,QR scan
auto share,2024-06-27,15:15:20,completed,Nagarbhavi,Residency Road,86,RD6785959680136688,43.35,342.47,36.19,378.66,Paytm
parcel,2024-06-29,02:40:20,completed,Malleshwaram 4th Block,Koramangala 5th Block,68,RD5666878053468193,28.47,973.46,22.34,995.8000000000001,GPay
bike lite,2024-07-19,11:53:20,cancelled,Koramangala 6th Block,Bellandur,112,RD9622021507921207,3.99,,,,
cab economy,2024-07-10,06:21:20,completed,Jayanagar 6th Block East,Indiranagar,30,RD8870205279210880,13.52,695.08,29.33,724.4100000000001,Paytm
auto,2024-07-14,22:17:20,cancelled,Basaveshwara Nagar,HSR Layout Sector 6 South,68,RD2664306885599645,12.7,,,,
auto,2024-07-17,05:10:20,completed,Whitefield Nallurhalli,Whitefield Varthur Road,85,RD8284025137574264,16.0,555.02,27.16,582.18,QR scan
cab premium,2024-07-04,00:59:20,completed,Rajajinagar 5th Block,Hebbal,47,RD4547695268800044,46.89,457.1,8.71,465.81,Amazon Pay
cab economy,2024-07-17,13:21:20,completed,Marathahalli Outer Ring Road,Koramangala East,23,RD3696033421214430,44.47,612.5,42.17,654.67,Paytm
cab premium,2024-06-27,04:03:20,cancelled,Brigade Road North,Banashankari 7th Stage,119,RD5815278962342474,3.58,,,,
auto,2024-06-29,13:46:20,cancelled,HSR Layout Sector 10 North,Indiranagar 6th Stage,67,RD7077176859207309,48.99,,,,
cab premium,2024-07-04,16:57:20,cancelled,Jayanagar 6th Block,Vijayanagar,35,RD6637506485211859,24.55,,,,
bike lite,2024-06-24,13:16:20,cancelled,Banashankari 9th Stage,Jayanagar 1st Block,111,RD7993471473753152,21.18,,,,
cab economy,2024-07-18,16:56:20,cancelled,Yelahanka,MG Road Naga Theatre,106,RD2141285128847619,15.82,,,,
auto,2024-07-14,20:43:20,completed,Infantry Road,Tumkur Road,25,RD8981069571885335,19.26,622.71,40.34,663.0500000000001,GPay
bike,2024-07-23,03:13:20,completed,Koramangala 3rd Block,JP Nagar Phase 4,119,RD9565583875970037,28.25,746.12,20.9,767.02,phonePy
cab economy,2024-06-27,13:14:20,cancelled,Brigade Road Church Street,Hebbal Sanjay Nagar,40,RD5470478950942742,27.31,,,,
bike,2024-07-02,21:53:20,cancelled,Hebbal,MG Road Mayo Hall,109,RD4048899562157640,46.19,,,,
bike,2024-07-05,21:36:20,cancelled,Hebbal Ganganagar,MG Road Mayo Hall,53,RD5424598191713101,10.41,,,,
parcel,2024-06-26,01:12:20,completed,Jayanagar 8th Block,Avenue Road,83,RD2304318810470768,4.54,110.1,1.01,111.11,Amazon Pay
auto share,2024-07-12,00:53:20,cancelled,HSR Layout Sector 6 North,JP Nagar West,59,RD8952276127082449,30.87,,,,
auto share,2024-07-18,21:04:20,cancelled,MG Road Garuda Mall,Varthur,102,RD8673511893699382,37.76,,,,
bike,2024-07-18,14:17:20,cancelled,Malleshwaram 2nd Block,MG Road North,64,RD2833990294031896,6.0,,,,
cab economy,2024-07-13,04:48:20,completed,HSR Layout East,Commercial Street,68,RD9275126441343251,23.54,308.88,49.04,357.92,QR scan
bike lite,2024-07-04,12:54:20,cancelled,Hebbal East,Sadashivanagar,79,RD9453015332736548,16.22,,,,
bike,2024-06-24,12:15:20,cancelled,Yelahanka,Cooke Town,58,RD9703308704661327,45.85,,,,
cab premium,2024-07-04,21:20:20,completed,Richmond Road,JP Nagar Phase 7,97,RD6441219372246059,15.71,104.9,36.13,141.03,GPay
cab premium,2024-07-23,09:51:20,cancelled,Hoskote,Jayanagar 2nd Block,78,RD4392795990724741,11.53,,,,
bike lite,2024-06-24,08:21:20,completed,Brigade Road Bangalore Central,Majestic,100,RD8808218982022703,43.01,957.79,31.62,989.41,Cash
cab economy,2024-06-27,06:04:20,completed,HSR Layout Sector 10,Whitefield Borewell Road,73,RD1283623100337254,31.62,488.72,9.01,497.73,phonePy
cab premium,2024-07-03,01:08:20,cancelled,Vidyaranyapura,Palace Guttahalli,113,RD6768081089058495,29.27,,,,
bike lite,2024-07-09,05:21:20,completed,MG Road Mayo Hall,Sanjay Nagar,80,RD8949482793071688,28.83,639.66,42.62,682.28,Paytm
bike,2024-07-22,21:27:20,completed,HSR Layout Sector 10 South,Indiranagar 10th Stage,83,RD9042061020636891,26.71,488.69,21.57,510.26,Amazon Pay
cab economy,2024-07-16,14:46:20,completed,JP Nagar Phase 5,Koramangala 10th Block,7,RD4409724189631299,31.42,923.75,18.57,942.32,Amazon Pay
cab premium,2024-07-13,09:04:20,cancelled,Nandini Layout,Richmond Road,49,RD4358109716099408,39.78,,,,
cab economy,2024-07-01,10:01:20,cancelled,MG Road Central,HSR Layout Sector 7 South,69,RD3394568599681066,20.64,,,,
cab economy,2024-06-27,01:52:20,cancelled,Indiranagar 2nd Stage,HSR Layout Sector 6 North,7,RD7208352918311566,19.56,,,,
bike lite,2024-07-19,18:27:20,cancelled,HSR Layout Sector 10 South,HSR Layout Sector 4 South,92,RD9947084748228151,34.43,,,,
auto share,2024-07-07,11:20:20,cancelled,JP Nagar Phase 8,Whitefield Central,97,RD7115592288069598,29.68,,,,
bike lite,2024-07-05,09:13:20,completed,Hebbal Kempapura,HSR Layout Sector 3 South,13,RD1853921772224019,5.65,827.99,30.89,858.88,Paytm
parcel,2024-07-03,01:47:20,cancelled,Jayanagar 1st Block,Malleshwaram 3rd Block,95,RD3771006161829641,20.69,,,,
bike,2024-07-01,21:00:20,completed,Jayanagar 9th Block East,Whitefield North,36,RD4343112896259504,28.11,630.35,39.48,669.83,GPay
bike lite,2024-07-18,05:08:20,completed,Jayanagar 1st Block East,Koramangala 6th Block,46,RD1875789158173476,1.81,125.05,28.24,153.29,Paytm
auto share,2024-07-07,11:14:20,completed,Marathahalli,St. Marks Road,53,RD2091859359066277,49.67,165.53,5.97,171.5,Paytm
bike,2024-07-16,03:53:20,completed,Commercial Street,JP Nagar 6th Phase,40,RD5948136480770065,15.18,131.77,23.75,155.52,QR scan
bike lite,2024-07-10,10:55:20,completed,Indiranagar 1st Stage,HSR Layout Sector 7 North,93,RD9882489098721045,31.05,892.09,42.27,934.36,phonePy
bike lite,2024-07-18,06:08:20,completed,Neelasandra,Brigade Road South,18,RD4950666317901285,39.35,971.07,19.24,990.3100000000001,Cash
auto share,2024-07-13,13:36:20,cancelled,Hebbal South,MG Road East,16,RD4599467314698368,6.65,,,,
auto share,2024-07-06,01:23:20,completed,Koramangala 10th Block,MG Road Brigade Road,71,RD2326635696556081,46.46,319.35,4.37,323.72,phonePy
parcel,2024-07-04,17:14:20,completed,Malleshwaram,Koramangala 6th Block,5,RD7735109744751040,32.73,549.29,38.4,587.6899999999999,Paytm
auto,2024-07-01,03:39:20,completed,Brigade Road North,Marathahalli Colony,50,RD8893721942713770,26.44,25.11,30.36,55.47,phonePy
auto share,2024-07-22,17:28:20,completed,Koramangala Central,JP Nagar West,109,RD2918800366928492,16.32,256.37,18.06,274.43,Amazon Pay
parcel,2024-07-02,14:07:20,cancelled,Rajajinagar 6th Block,JP Nagar North,40,RD3013733485127971,3.43,,,,
cab economy,2024-06-26,21:35:20,cancelled,Hebbal East,Brigade Road Eva Mall,28,RD9865247545042624,49.88,,,,
bike,2024-06-26,23:38:20,cancelled,JP Nagar Phase 2,Hebbal Kempapura,6,RD9912850256265815,14.69,,,,
cab premium,2024-07-02,20:11:20,completed,Sarjapur Road,Panathur,113,RD4161724935128999,29.74,412.51,46.05,458.56,phonePy
auto share,2024-07-01,02:54:20,cancelled,Jayanagar 3rd Block,Electronic City Phase 3,24,RD5868003433248969,2.81,,,,
bike lite,2024-07-04,01:49:20,completed,Rajajinagar 4th Block,Frazer Town,59,RD4490650783542318,39.71,559.29,43.3,602.5899999999999,QR scan
parcel,2024-07-22,11:48:20,cancelled,Cunningham Road,Mysore Road,89,RD8042671486766583,6.01,,,,
auto,2024-06-28,16:13:20,completed,HSR Layout Sector 4 South,JP Nagar 7th Phase,9,RD9418629807406109,14.17,623.75,0.76,624.51,GPay
cab economy,2024-07-11,12:54:20,cancelled,Nagarbhavi,Indiranagar West,69,RD6146889514726733,6.24,,,,
auto,2024-06-25,13:01:20,completed,JP Nagar Phase 9,Rajajinagar 7th Block,78,RD4720703366078268,30.21,958.68,31.94,990.62,Cash
cab economy,2024-07-06,23:50:20,completed,Whitefield ITPL,HSR Layout Sector 3,80,RD9239887562259323,28.96,368.63,1.26,369.89,QR scan
cab economy,2024-07-02,15:04:20,completed,Marathahalli West,Brigade Road Eva Mall,99,RD7798583656266435,30.37,855.66,8.5,864.16,Paytm
bike lite,2024-07-20,14:30:20,completed,JP Nagar Phase 10,Sahakar Nagar,88,RD5026024616481784,47.24,582.94,33.37,616.3100000000001,Cash
cab economy,2024-07-17,09:33:20,completed,HSR Layout West,JP Nagar Phase 5,116,RD6933116994264783,40.64,311.26,12.15,323.40999999999997,phonePy
cab economy,2024-07-15,14:45:20,completed,JP Nagar 2nd Phase,Marathahalli Outer Ring Road,61,RD2462518726084313,4.89,949.36,5.43,954.79,phonePy
auto,2024-07-16,22:43:20,completed,Malleshwaram North,Whitefield ITPL,97,RD7962603525843638,18.07,316.86,2.55,319.41,Amazon Pay
auto share,2024-06-30,12:20:20,completed,Kadubeesanahalli,Brigade Road Residency Road,118,RD3553669353381598,6.16,769.86,42.09,811.95,Paytm
bike,2024-07-14,14:44:20,cancelled,Jayanagar 4th Block East,JP Nagar 9th Phase,94,RD3993181151952209,40.03,,,,
bike,2024-06-25,17:00:20,cancelled,Bannerghatta Road,Electronic City,96,RD7023046437215620,33.74,,,,
cab premium,2024-06-23,06:05:20,completed,JP Nagar South,Indiranagar 3rd Stage,69,RD2143927361841622,2.27,684.75,1.82,686.57,Cash
bike,2024-07-15,22:05:20,cancelled,Shantinagar,Rajajinagar 7th Block,6,RD1230245256934785,47.62,,,,
cab premium,2024-07-21,03:16:20,completed,Cooke Town,MG Road East,58,RD7521529791406399,32.75,360.39,22.68,383.07,QR scan
parcel,2024-07-22,07:32:20,cancelled,Cunningham Road,Rajajinagar 8th Block,96,RD3034022017233534,3.71,,,,
parcel,2024-06-30,14:10:20,completed,Indiranagar South,Hebbal Vidyaranyapura,27,RD2661624738261933,40.41,444.25,37.81,482.06,Amazon Pay
bike lite,2024-06-29,17:19:20,completed,HSR Layout Sector 10 South,Brigade Road Central,22,RD6526302638923747,36.03,555.34,24.34,579.6800000000001,Cash
cab premium,2024-07-12,22:30:20,cancelled,Hebbal Sanjay Nagar,JP Nagar,84,RD7023197164303739,33.5,,,,
bike,2024-07-22,11:53:20,cancelled,St. Marks Road,Sanjay Nagar,42,RD3148411842460632,47.54,,,,
bike,2024-07-17,10:55:20,cancelled,Banashankari 5th Stage,Malleshwaram 1st Block,30,RD7242968919738713,49.92,,,,
auto,2024-07-16,14:09:20,completed,Anand Nagar,Indiranagar North,21,RD5525729095525595,12.0,581.46,24.02,605.48,GPay
auto share,2024-07-08,18:25:20,cancelled,Banashankari 9th Stage,HSR Layout Sector 1,10,RD4490437125685313,11.09,,,,
auto,2024-06-24,23:34:20,completed,Rajajinagar 5th Block,Indiranagar West,86,RD7605289401806123,49.16,295.99,34.92,330.91,Amazon Pay
parcel,2024-06-27,05:01:20,cancelled,Koramangala 6th Block,HSR Layout Sector 8 South,68,RD8312834138304670,20.31,,,,
auto share,2024-07-21,18:48:20,completed,Whitefield West,Vijayanagar,114,RD4625071990741091,5.1,213.8,30.73,244.53,Cash
bike,2024-07-04,00:13:20,cancelled,HSR Layout Sector 6 North,HSR Layout Sector 5 North,84,RD3721709526424970,6.22,,,,
auto share,2024-06-29,16:43:20,cancelled,Koramangala 6th Block,Shantinagar,99,RD3549650944093015,23.72,,,,
cab premium,2024-06-29,07:48:20,completed,JP Nagar Phase 4,MG Road Commercial Street,16,RD3417888057265546,6.33,738.52,20.41,758.93,Cash
cab economy,2024-07-13,20:40:20,cancelled,Jayanagar 6th Block,HAL,90,RD7188942720449712,37.53,,,,
cab premium,2024-07-23,14:33:20,completed,Malleshwaram West,Queens Road,111,RD4628043080018893,32.17,879.27,29.38,908.65,Paytm
